Contrato,Idade,Sexo,Valor_Renda,UF_Cliente,Perc_Juros,Prazo_Emprestimo,Data_Contratacao,Prazo_Restante,VL_Emprestimo,VL_Emprestimo_ComJuros,QT_Total_Parcelas_Pagas,QT_Total_Parcelas_Pagas_EmDia,QT_Total_Parcelas_Pagas_EmAtraso,Qt_Renegociacao,Estado_Civil,Escolaridade,Possui_Patrimonio,VL_Patrimonio,QT_Parcelas_Atraso,QT_Dias_Atraso,Saldo_Devedor,Total_Pago,Possivel_Fraude
322011467715,48,M,6000.00,RS,18.0000,80,2021-10-20,77,30000.00,34500.00,10,7,0,0,SOLTEIRO(A),NULL,N,0.00,15,435,31505.42,4462.50,Sim
322025608715,40,M,3000.00,GO,10.0000,25,2021-12-18,11,4000.00,4600.00,23,1,2,1,CASADO (A),NULL,N,0.00,0,NULL,364.75,4435.00,Nao
322083700715,27,M,4000.00,SP,21.0000,45,2022-10-13,33,50000.00,57500.00,11,9,0,3,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,28371.73,33208.19,Nao
322035185715,26,F,2500.00,BA,23.0000,200,2022-02-02,185,70000.00,80500.00,20,20,0,1,CASADO (A),NULL,N,0.00,0,NULL,79869.97,7445.52,Nao
321968365715,27,F,3100.00,PR,18.0000,60,2021-04-16,40,30000.00,34500.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,29,862,36282.00,606.05,Sim
322080669715,31,M,4000.00,SP,7.0000,75,2022-09-27,64,30000.00,34500.00,2,1,1,1,OUTRO,NULL,N,0.00,10,284,31479.33,866.80,Sim
322072501715,58,M,3000.00,MG,18.0000,70,2022-08-24,60,50000.00,57500.00,1,0,1,0,SOLTEIRO(A),NULL,N,0.00,14,406,59614.17,860.00,Sim
322014418715,34,F,6000.00,PA,18.0000,100,2021-11-03,77,30000.00,34500.00,5,4,0,0,SOLTEIRO(A),NULL,N,0.00,19,559,34187.99,1785.00,Sim
322042369715,47,M,7000.00,SP,18.0000,80,2022-03-14,89,45000.00,51750.00,2,2,0,0,OUTRO,NULL,N,0.00,18,529,52695.41,1338.76,Sim
321967532715,32,M,2200.00,MS,20.0000,170,2021-04-13,149,60000.00,69000.00,1,1,0,2,CASADO (A),Nenhum,N,0.00,29,862,73613.82,442.92,Sim
322088345715,65,F,3212.00,SP,18.0000,100,2022-11-09,89,70000.00,80500.00,10,2,7,1,VIÚVO(A),NULL,N,0.00,2,41,75090.77,8654.17,Nao
322030996715,26,M,2400.00,MG,21.0000,40,2022-01-12,19,24000.00,27600.00,20,11,3,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,9627.45,20677.75,Nao
322057263715,24,M,3700.00,MA,20.0000,90,2022-05-30,75,40000.00,46000.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,16,468,48207.35,537.76,Sim
322081423715,60,M,5000.00,PR,20.0000,36,2022-09-30,23,4000.00,4600.00,10,2,6,2,DIVORCIADO,NULL,N,0.00,1,41,1949.77,3053.78,Nao
321952207715,27,F,4000.00,GO,18.0000,70,2021-02-09,41,35000.00,40250.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,32,953,42174.63,600.01,Sim
322012184715,47,M,5000.00,MG,16.0000,120,2021-11-08,125,120000.00,138000.00,5,2,1,3,CASADO (A),NULL,N,0.00,13,376,136280.21,4643.79,Sim
322039510715,24,M,1700.00,RS,20.0000,100,2022-03-08,84,45000.00,51750.00,19,5,11,1,SOLTEIRO(A),Nenhum,N,0.00,1,11,44128.54,11304.86,Nao
321960165715,29,M,1650.00,BA,18.0000,100,2021-03-04,79,25000.00,28750.00,29,5,24,4,SOLTEIRO(A),Nenhum,N,0.00,1,11,10108.70,20347.88,Nao
322059136715,23,M,1600.00,SC,21.0000,80,2022-06-08,68,30000.00,34500.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,16,468,36469.70,363.75,Sim
322029086715,41,M,4712.00,SP,20.0000,200,2022-01-10,185,80000.00,92000.00,11,6,0,0,CASADO (A),NULL,N,0.00,11,315,91688.18,5432.14,Sim
321970140715,38,M,15000.00,SP,18.0000,60,2021-04-23,39,25000.00,28750.00,2,1,1,0,SOLTEIRO(A),NULL,N,0.00,28,833,29711.32,1021.89,Sim
322025888715,62,M,60000.00,SP,16.0000,55,2021-12-20,36,50000.00,57500.00,23,7,0,4,DIVORCIADO,Nenhum,N,0.00,0,NULL,18689.75,41336.95,Nao
322090172715,52,F,4500.00,SP,22.0000,180,2022-11-16,175,130000.00,149500.00,12,9,1,1,CASADO (A),Nenhum,N,0.00,0,NULL,153574.09,6353.75,Nao
321952368715,51,M,6000.00,PR,24.0000,25,2021-01-29,-6,6000.00,6900.00,25,22,1,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,0.00,8321.10,Nao
322058300715,43,F,3700.00,MA,18.0000,45,2022-06-09,30,45000.00,51750.00,15,2,5,0,CASADO (A),NULL,N,0.00,2,41,36069.25,19254.88,Nao
322050029715,73,M,300000.00,SP,15.0000,65,2022-04-20,50,350000.00,402500.00,0,0,0,2,CASADO (A),Nenhum,N,0.00,19,559,403838.17,0.00,Sim
322099459715,25,M,2000.00,MG,21.0000,50,2022-12-31,42,15000.00,17250.00,1,1,0,0,CASADO (A),NULL,N,0.00,9,251,18241.85,372.10,Sim
321964313715,31,F,1800.00,BA,18.0000,80,2021-03-29,76,35000.00,40250.00,2,2,0,1,SOLTEIRO(A),NULL,N,0.00,29,862,40907.00,1055.26,Sim
321976466715,29,M,3500.00,SP,20.0000,200,2021-05-22,221,200000.00,230000.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,28,833,241902.09,710.00,Sim
321978844715,22,F,1500.00,SP,21.0000,60,2021-06-21,37,12000.00,13800.00,4,0,0,1,OUTRO,NULL,N,0.00,25,741,14087.99,993.89,Sim
321949941715,37,F,2000.00,SC,24.0000,30,2021-01-19,0,8000.00,9200.00,1,1,0,1,SOLTEIRO(A),Ensino Médio,N,0.00,29,981,10352.80,341.32,Sim
322073601715,41,F,2109.46,SP,25.0000,80,2022-08-25,71,17000.00,19550.00,13,8,2,2,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,6510.40,15137.75,Nao
322026381715,37,M,4500.00,SP,22.0000,240,2021-12-20,227,180000.00,207000.00,1,0,0,1,CASADO (A),NULL,N,0.00,22,649,221256.94,959.00,Sim
321996503715,53,F,2000.00,PA,21.0000,80,2021-08-16,84,30000.00,34500.00,25,9,10,1,CASADO (A),NULL,N,0.00,1,11,27514.74,9615.10,Nao
322081095715,66,F,20200.00,SP,20.0000,60,2022-09-29,74,70000.00,80500.00,11,8,0,4,CASADO (A),Ensino Médio,N,0.00,0,NULL,29798.02,55117.42,Nao
322012159715,46,M,3200.00,SP,21.0000,50,2021-10-22,29,15000.00,17250.00,23,1,3,2,CASADO (A),NULL,N,0.00,0,NULL,2129.96,16854.36,Nao
322000139715,21,M,2000.00,MG,24.0000,36,2021-08-30,13,3000.00,3450.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,24,708,3836.22,106.66,Sim
321979109715,68,F,5000.00,RS,18.0000,90,2021-06-05,82,25000.00,28750.00,15,3,7,1,SOLTEIRO(A),NULL,N,0.00,14,406,24984.68,5357.49,Sim
322082732715,23,M,3000.00,MG,7.0000,75,2022-10-07,64,35000.00,40250.00,2,2,0,0,SOLTEIRO(A),Nenhum,N,0.00,11,315,36742.14,1011.27,Sim
321965681715,23,M,1600.00,PA,18.0000,90,2021-04-09,80,30000.00,34500.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,30,894,35302.85,396.66,Sim
322018539715,36,M,3300.00,SP,19.0000,190,2021-11-19,185,100000.00,115000.00,1,1,0,1,OUTRO,NULL,N,0.00,22,649,119718.69,368.30,Sim
321985985715,28,F,1500.00,SC,18.0000,100,2021-07-07,84,25000.00,28750.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,27,802,29775.99,297.50,Sim
321971707715,39,F,4500.00,PA,18.0000,80,2021-04-30,77,35000.00,40250.00,11,3,5,0,SOLTEIRO(A),NULL,N,0.00,19,559,36321.19,6112.43,Sim
321982779715,30,M,2500.00,PR,18.0000,20,2021-06-22,-7,7000.00,8050.00,5,1,2,2,SOLTEIRO(A),Nenhum,N,0.00,15,833,6685.71,2565.12,Sim
321957567715,29,M,2500.00,PA,24.0000,180,2021-02-20,175,65000.00,74750.00,26,23,0,2,SOLTEIRO(A),Nenhum,N,0.00,7,924,72676.03,11079.61,Sim
322075369715,28,M,3500.00,MS,18.0000,70,2022-09-12,74,50000.00,57500.00,5,1,2,0,OUTRO,NULL,N,0.00,9,251,55647.30,4337.52,Sim
322081686715,19,F,2500.00,MG,23.0000,60,2022-10-14,53,10000.00,11500.00,1,1,0,1,SOLTEIRO(A),Nenhum,N,0.00,12,344,12389.13,210.43,Sim
322030375715,20,F,1350.00,SP,12.6000,40,2022-01-09,31,10000.00,11500.00,20,12,5,2,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,3723.86,8196.15,Nao
321997086715,51,M,15000.00,SP,19.0000,180,2021-08-18,156,300000.00,345000.00,6,1,3,2,CASADO (A),NULL,N,0.00,21,617,354010.96,6998.40,Sim
322001850715,27,M,2600.00,PE,18.0000,48,2021-09-08,28,10000.00,11500.00,20,19,0,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,0.00,12262.50,Nao
322003809715,23,M,1500.00,BA,21.0000,60,2021-09-16,38,13000.00,14950.00,26,14,7,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,9066.47,7284.91,Nao
322077830715,34,M,3500.00,CE,20.0000,100,2022-09-14,91,30000.00,34500.00,9,6,1,3,SOLTEIRO(A),NULL,N,0.00,3,251,33041.60,3274.50,Nao
322078345715,24,M,2700.00,SP,20.0000,100,2022-09-16,91,30000.00,34500.00,12,12,0,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,31944.01,4446.22,Nao
321992311715,62,M,2000.00,MG,18.0000,100,2021-08-04,75,50000.00,57500.00,1,0,1,0,CASADO (A),NULL,N,0.00,26,771,59527.79,595.00,Sim
322003721715,22,M,3000.00,RS,7.0000,80,2021-09-16,64,30000.00,34500.00,2,1,1,0,OUTRO,NULL,N,0.00,24,708,31684.60,811.20,Sim
321985559715,43,M,2000.00,MA,20.0000,200,2021-07-02,221,120000.00,138000.00,28,28,0,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,133271.97,12561.96,Nao
321955405715,78,M,2000.00,MA,24.0000,60,2021-02-11,35,12000.00,13800.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,32,953,14953.09,252.00,Sim
322055288715,65,F,3000.00,MG,24.0000,25,2022-05-20,18,4000.00,4600.00,8,4,3,4,SOLTEIRO(A),NULL,N,0.00,7,251,3392.88,1796.18,Nao
322030265715,21,M,2100.00,RS,7.0000,40,2022-01-10,20,30000.00,34500.00,13,12,0,1,OUTRO,NULL,N,0.00,9,251,24375.21,8065.07,Sim
322040665715,37,M,2000.00,MA,7.0000,80,2022-03-05,64,30000.00,34500.00,20,5,4,2,OUTRO,NULL,N,0.00,0,NULL,25950.38,6175.25,Nao
321989449715,26,M,1600.00,CE,18.0000,100,2021-07-20,75,35000.00,40250.00,28,27,0,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,29988.00,12155.46,Nao
321966143715,32,F,3750.00,TO,16.0000,100,2021-04-07,80,60000.00,69000.00,29,6,4,1,CASADO (A),NULL,N,0.00,1,11,49839.16,22778.26,Nao
322036501715,23,F,3500.00,RJ,20.0000,100,2022-02-11,84,50000.00,57500.00,13,3,6,3,SOLTEIRO(A),NULL,N,0.00,4,344,52659.46,8498.14,Nao
321972045715,43,F,3250.00,GO,18.0000,100,2021-05-03,82,40000.00,46000.00,5,4,1,0,CASADO (A),NULL,N,0.00,25,741,45420.01,2420.00,Sim
322099067715,41,M,3000.00,SP,7.0000,70,2022-12-29,64,60000.00,69000.00,10,10,0,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,55028.40,9279.50,Nao
321998783715,29,F,25000.00,PR,20.0000,25,2021-08-24,0,12000.00,13800.00,22,18,1,3,DIVORCIADO,Nenhum,N,0.00,0,NULL,0.00,15291.87,Nao
322044991715,34,M,4000.00,MG,21.0000,50,2022-03-25,34,10000.00,11500.00,18,6,0,2,SOLTEIRO(A),NULL,S,0.00,0,NULL,6494.56,6371.39,Nao
321967106715,22,M,1500.00,PE,13.0000,50,2021-04-12,31,7000.00,8050.00,17,4,1,1,OUTRO,NULL,N,0.00,0,NULL,0.00,8977.75,Nao
322065086715,38,M,2400.00,SP,21.0000,60,2022-07-11,68,60000.00,69000.00,5,3,0,1,CASADO (A),NULL,N,0.00,10,284,69886.58,3600.00,Sim
322092633715,24,F,4390.00,SP,12.6000,80,2022-11-25,91,60000.00,69000.00,2,1,1,1,SOLTEIRO(A),NULL,N,0.00,9,251,66778.35,1704.00,Sim
322041885715,34,F,2180.00,SP,26.0000,240,2022-04-02,227,120000.00,138000.00,6,2,4,0,SOLTEIRO(A),NULL,N,0.00,13,376,149266.53,4036.91,Sim
322083407715,58,M,2550.00,RJ,23.0000,65,2022-10-11,66,25000.00,28750.00,13,2,2,1,CASADO (A),NULL,N,0.00,0,NULL,25009.70,6281.99,Nao
322070763715,41,M,2500.00,PB,23.0000,60,2022-08-10,51,10000.00,11500.00,15,12,2,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,9374.71,3174.92,Nao
322019345715,41,M,10000.00,SP,20.0000,200,2021-11-22,225,300000.00,345000.00,5,2,0,1,SOLTEIRO(A),NULL,N,0.00,19,559,358489.32,5325.00,Sim
321989819715,40,M,3000.00,BA,18.0000,60,2021-07-21,39,25000.00,28750.00,1,1,0,0,DIVORCIADO,NULL,N,0.00,27,802,30185.25,505.05,Sim
322059460715,63,M,4000.00,CE,23.0000,200,2022-06-10,193,100000.00,115000.00,14,3,2,2,CASADO (A),Nenhum,N,0.00,3,71,118855.47,5611.27,Nao
322013502715,57,F,3018.49,SP,18.0000,60,2021-11-08,76,25000.00,28750.00,24,10,4,0,DIVORCIADO,NULL,N,0.00,0,NULL,17859.69,12524.59,Nao
322088893715,52,F,2600.00,PR,21.0000,60,2022-11-08,60,25000.00,28750.00,12,10,0,0,CASADO (A),NULL,N,0.00,0,NULL,24600.00,6235.96,Nao
322078994715,61,M,1200.00,MG,19.0000,190,2022-09-20,185,100000.00,115000.00,13,13,0,1,CASADO (A),NULL,N,0.00,0,NULL,115212.12,5062.53,Nao
322012497715,53,M,4500.00,MG,24.0000,20,2021-10-25,7,14000.00,16100.00,19,4,5,0,CASADO (A),Nenhum,N,0.00,0,NULL,0.00,18663.40,Nao
322016386715,56,M,6900.00,RJ,16.8000,60,2021-11-10,42,17000.00,19550.00,6,5,1,0,CASADO (A),NULL,N,0.00,18,529,18419.86,2028.13,Sim
322028583715,37,M,15000.00,PR,16.0000,120,2022-01-03,125,250000.00,287500.00,18,9,6,3,OUTRO,NULL,N,0.00,4,103,261890.92,17564.81,Sim
322079502715,22,F,4000.00,SP,20.0000,200,2022-09-22,227,150000.00,172500.00,2,0,1,1,SOLTEIRO(A),Nenhum,N,0.00,12,344,181070.04,1126.00,Sim
321983788715,43,F,16000.00,PE,20.0000,190,2021-06-28,225,400000.00,460000.00,28,19,0,1,CASADO (A),NULL,N,0.00,0,NULL,442156.74,50669.58,Nao
322022861715,51,M,1800.00,SC,24.0000,36,2021-12-04,17,3000.00,3450.00,4,2,2,2,SOLTEIRO(A),NULL,S,0.00,16,468,3484.94,449.88,Sim
322044033715,51,M,15000.00,PR,24.0000,190,2022-03-21,225,400000.00,460000.00,20,9,2,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,468422.56,33995.92,Nao
322017233715,22,F,8200.00,SP,20.0000,180,2021-11-17,225,350000.00,402500.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,23,680,423323.63,2352.70,Sim
322013773715,25,M,2000.00,MG,21.0000,60,2021-11-08,42,15000.00,17250.00,11,2,4,1,SOLTEIRO(A),NULL,N,0.00,13,376,15227.36,3435.75,Sim
322075239715,44,M,5000.00,BA,22.0000,80,2022-09-02,91,30000.00,34500.00,14,11,1,1,OUTRO,NULL,N,0.00,0,NULL,33067.48,3851.14,Nao
322067714715,22,M,4500.00,PR,22.0000,80,2022-07-25,68,30000.00,34500.00,4,3,0,1,SOLTEIRO(A),Ensino Médio,N,0.00,11,315,35995.90,1119.80,Sim
322020396715,59,M,2000000.00,SP,21.0000,60,2021-12-20,42,13000.00,14950.00,2,0,1,0,CASADO (A),Nenhum,N,0.00,21,617,15682.11,533.00,Sim
321993944715,31,M,7000.00,SP,18.0000,170,2021-08-05,156,250000.00,287500.00,2,2,0,1,SOLTEIRO(A),Nenhum,N,0.00,23,680,295076.17,2765.00,Sim
322061893715,40,M,3500.00,SP,20.0000,90,2022-06-24,76,50000.00,57500.00,17,15,1,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,49072.61,12223.95,Nao
321958550715,22,M,1600.00,PA,23.0000,75,2021-02-24,45,25000.00,28750.00,4,4,0,1,SOLTEIRO(A),NULL,N,0.00,28,833,30323.97,1290.17,Sim
322034061715,45,M,3030.00,PE,18.0000,100,2022-01-13,89,60000.00,69000.00,1,1,0,2,CASADO (A),NULL,N,0.00,20,589,71289.99,564.06,Sim
322090449715,29,M,6000.00,RS,20.0000,100,2022-11-17,91,40000.00,46000.00,4,4,0,0,SOLTEIRO(A),NULL,N,0.00,8,225,46685.52,1968.52,Sim
322099685715,40,M,25600.00,SP,14.0000,180,2022-12-31,225,450000.00,517500.00,10,2,0,3,SOLTEIRO(A),Ensino Superior,N,0.00,0,NULL,499543.30,18881.13,Nao
321976464715,37,M,2200.00,PB,7.0000,45,2021-05-22,20,35000.00,40250.00,13,11,0,3,OUTRO,NULL,N,0.00,0,NULL,0.00,37450.09,Nao
322087076715,64,M,10000.00,SP,20.0000,100,2022-10-28,89,50000.00,57500.00,3,1,2,0,CASADO (A),Nenhum,N,0.00,8,225,58961.90,1879.72,Sim
321955234715,35,F,5000.00,MS,14.0000,35,2021-02-11,6,30000.00,34500.00,27,18,2,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,0.00,39126.93,Nao
322000743715,27,M,5000.00,MA,18.0000,100,2021-09-01,84,45000.00,51750.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,25,741,53553.23,535.50,Sim
322053662715,39,F,5000.00,PA,16.0000,70,2022-05-11,89,60000.00,69000.00,11,2,8,1,SOLTEIRO(A),NULL,N,0.00,7,194,59530.23,11988.57,Sim
322043907715,35,F,3500.00,SP,18.0000,80,2022-03-21,89,40000.00,46000.00,20,12,1,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,35699.99,12618.31,Nao
322029713715,47,M,30000.00,GO,16.0000,90,2022-01-17,76,80000.00,92000.00,20,9,0,4,CASADO (A),NULL,N,0.00,0,NULL,27090.71,67346.45,Nao
322014338715,67,F,3000.00,MG,7.0000,80,2021-10-31,64,50000.00,57500.00,8,1,2,2,CASADO (A),NULL,N,0.00,16,589,48524.73,5377.45,Sim
322051952715,35,M,1800.00,MA,23.0000,200,2022-04-30,185,90000.00,103500.00,2,2,0,1,CASADO (A),NULL,N,0.00,16,498,111052.65,1153.50,Sim
322047975715,41,F,3500.00,AL,25.0000,200,2022-04-08,185,100000.00,115000.00,1,1,0,1,CASADO (A),NULL,N,0.00,18,529,125894.82,380.00,Sim
322052906715,24,M,2500.00,SP,18.0000,80,2022-05-09,87,40000.00,46000.00,9,2,2,2,SOLTEIRO(A),Nenhum,N,0.00,9,315,42385.61,5603.72,Sim
322042614715,68,F,4000.00,SP,20.0000,200,2022-03-14,227,200000.00,230000.00,15,10,1,3,SOLTEIRO(A),NULL,N,0.00,2,41,231238.56,7049.26,Nao
321999780715,34,M,2000.00,BA,18.0000,70,2021-08-28,76,30000.00,34500.00,18,2,15,1,CASADO (A),Nenhum,N,0.00,8,225,26733.00,9721.79,Sim
321968614715,30,F,4300.00,SP,20.0000,200,2021-04-17,221,140000.00,161000.00,5,1,3,2,CASADO (A),Nenhum,N,0.00,24,708,168105.18,2671.62,Sim
322057776715,25,M,2000.00,BA,23.0000,200,2022-05-31,193,100000.00,115000.00,2,1,0,1,CASADO (A),NULL,N,0.00,14,406,123467.37,740.00,Sim
322094008715,27,M,2350.00,PR,22.0000,100,2022-12-01,94,40000.00,46000.00,8,1,1,3,OUTRO,NULL,N,0.00,3,133,46870.10,2415.99,Nao
321980920715,44,M,4400.00,MG,21.0000,65,2021-06-15,39,45000.00,51750.00,28,26,0,2,CASADO (A),NULL,N,0.00,0,NULL,24866.91,24477.42,Nao
321959696715,26,F,3000.00,PR,19.0000,190,2021-03-11,225,230000.00,264500.00,1,1,0,2,SOLTEIRO(A),NULL,N,0.00,31,924,275665.27,847.09,Sim
321947256715,25,M,2000.00,MG,22.0000,160,2021-01-12,133,100000.00,115000.00,3,1,2,2,SOLTEIRO(A),Nenhum,N,0.00,31,924,123200.63,1396.90,Sim
322088705715,40,M,2500.00,BA,20.0000,60,2022-11-08,60,50000.00,57500.00,11,2,1,1,OUTRO,Nenhum,N,0.00,0,NULL,53991.32,6548.00,Nao
322067930715,35,F,2000.00,MS,24.0000,30,2022-08-16,23,6000.00,6900.00,15,12,3,0,CASADO (A),NULL,N,0.00,0,NULL,3840.05,3886.93,Nao
321969667715,54,M,4000.00,AL,20.0000,60,2021-04-22,80,50000.00,57500.00,11,1,8,4,SOLTEIRO(A),NULL,N,0.00,20,617,54412.96,6868.46,Sim
322031489715,44,M,8000.00,MG,18.0000,80,2022-01-14,82,25000.00,28750.00,22,2,0,0,CASADO (A),NULL,N,0.00,0,NULL,21568.73,8737.82,Nao
321947315715,42,M,10000.00,PB,14.6829,150,2021-01-08,125,200000.00,230000.00,1,1,0,0,CASADO (A),Nenhum,N,0.00,33,981,233846.00,951.27,Sim
322085405715,29,F,5000.00,SP,19.0000,190,2022-10-20,227,150000.00,172500.00,8,0,6,2,SOLTEIRO(A),NULL,N,0.00,5,133,175688.72,4470.49,Sim
322033744715,54,M,4000.00,GO,18.0000,90,2022-01-28,89,80000.00,92000.00,2,1,0,3,CASADO (A),NULL,N,0.00,19,559,93987.85,2147.50,Sim
321949714715,41,M,3000.00,SP,24.0000,180,2021-01-20,149,70000.00,80500.00,3,0,0,3,CASADO (A),NULL,N,0.00,31,981,87481.01,1178.31,Sim
322002265715,35,M,8500.00,PI,15.0000,150,2021-09-09,125,200000.00,230000.00,2,1,1,3,CASADO (A),NULL,N,0.00,24,708,229833.35,2491.55,Sim
321955929715,54,M,3000.00,SP,21.0000,50,2021-02-20,29,15000.00,17250.00,1,1,0,0,DIVORCIADO,Nenhum,N,0.00,32,953,18660.58,372.10,Sim
322035766715,28,M,2400.00,SP,20.0000,100,2022-02-07,84,50000.00,57500.00,21,1,1,0,CASADO (A),NULL,N,0.00,0,NULL,47794.77,13661.26,Nao
322037892715,55,F,30000.00,PR,16.0000,70,2022-02-18,50,200000.00,230000.00,1,1,0,1,DIVORCIADO,NULL,N,0.00,20,589,231632.22,1885.60,Sim
322030578715,65,F,2000.00,MT,19.0000,190,2022-01-10,185,100000.00,115000.00,1,1,0,2,SOLTEIRO(A),NULL,N,0.00,21,617,120211.42,388.46,Sim
322032185715,59,M,5000.00,SP,20.0000,200,2022-01-20,227,200000.00,230000.00,12,3,2,2,CASADO (A),NULL,N,0.00,8,225,234018.69,9389.06,Sim
321969511715,40,M,11000.00,MT,24.0000,30,2021-04-21,4,3000.00,3450.00,25,4,20,2,CASADO (A),NULL,N,0.00,0,NULL,0.00,4360.39,Nao
322050485715,40,F,3000.00,MG,13.0000,36,2022-04-22,35,15000.00,17250.00,17,0,2,3,CASADO (A),NULL,N,0.00,0,NULL,5546.82,12098.87,Nao
322037160715,52,M,12000.00,MA,18.0000,100,2022-02-15,89,80000.00,92000.00,1,1,0,2,SOLTEIRO(A),NULL,N,0.00,20,589,95227.54,767.99,Sim
322053123715,30,M,3500.00,MS,21.0000,45,2022-05-07,29,14000.00,16100.00,10,4,2,4,OUTRO,NULL,N,0.00,3,376,13317.18,4150.46,Nao
321965371715,28,F,1500.00,SP,18.0000,48,2021-04-01,40,10000.00,11500.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,30,894,12052.58,250.00,Sim
322055017715,21,M,2600.00,PR,19.0000,60,2022-05-19,44,10000.00,11500.00,10,5,3,4,OUTRO,NULL,N,0.00,1,11,10142.30,2518.59,Nao
322041190715,41,M,12000.00,SC,20.0000,160,2022-03-08,156,300000.00,345000.00,4,4,0,1,CASADO (A),NULL,N,0.00,16,468,358529.81,5324.40,Sim
322031659715,26,F,8000.00,PE,20.0000,240,2022-01-17,225,400000.00,460000.00,1,1,0,0,SOLTEIRO(A),Nenhum,N,0.00,20,589,483606.93,2016.40,Sim
322043393715,46,F,1200.00,MG,21.0000,45,2022-03-17,29,7000.00,8050.00,2,2,0,0,DIVORCIADO,Ensino Médio,N,0.00,18,529,8365.75,382.66,Sim
321965448715,31,M,4000.00,SP,19.0000,190,2021-04-05,225,200000.00,230000.00,5,5,0,1,CASADO (A),Nenhum,N,0.00,26,771,237087.80,3683.00,Sim
322097043715,39,M,9000.00,SC,14.0000,180,2022-12-19,198,150000.00,172500.00,11,9,0,1,OUTRO,NULL,N,0.00,0,NULL,166543.38,5974.00,Nao
322086566715,53,M,12000.00,SP,24.0000,20,2022-10-28,36,18000.00,20700.00,12,1,5,1,DIVORCIADO,NULL,N,0.00,0,NULL,9264.19,13998.46,Nao
321948922715,30,F,4000.00,MA,16.0000,100,2021-01-08,79,60000.00,69000.00,9,1,3,3,CASADO (A),Nenhum,N,0.00,24,708,63837.37,3548.61,Sim
322044922715,47,M,8000.00,PR,24.0000,200,2022-03-25,225,250000.00,287500.00,17,7,7,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,296442.17,17553.09,Nao
322052344715,42,F,4500.00,SP,20.0000,100,2022-05-03,89,40000.00,46000.00,1,1,0,0,SOLTEIRO(A),Nenhum,N,0.00,17,498,48389.99,492.13,Sim
322068620715,43,M,2500.00,PE,12.0000,80,2022-07-29,71,20000.00,23000.00,1,1,0,0,CASADO (A),NULL,N,0.00,14,406,22730.49,288.83,Sim
321993574715,28,M,3500.00,MS,16.0000,120,2021-08-10,125,150000.00,172500.00,1,0,0,1,CASADO (A),NULL,N,0.00,26,771,176336.45,866.93,Sim
322055160715,27,M,30000.00,SP,18.0000,170,2022-05-20,156,280000.00,322000.00,4,3,0,1,CASADO (A),Nenhum,N,0.00,14,406,327873.93,6193.60,Sim
321985210715,45,M,10000.00,SP,16.0000,120,2021-07-02,125,140000.00,161000.00,4,2,0,1,OUTRO,NULL,N,0.00,24,708,160449.41,4402.92,Sim
321991670715,34,F,5000.00,MT,18.0000,80,2021-07-28,85,50000.00,57500.00,27,14,8,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,39454.44,21348.41,Nao
321957027715,28,F,2400.00,PA,16.0000,100,2021-02-19,79,65000.00,74750.00,33,22,8,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,50953.49,28190.30,Nao
322031973715,29,M,3000.00,PA,13.0000,60,2022-01-17,42,20000.00,23000.00,1,1,0,1,OUTRO,NULL,N,0.00,21,617,23024.56,387.18,Sim
322043322715,54,M,12000.00,MG,18.0000,60,2022-03-17,79,35000.00,40250.00,18,3,1,3,CASADO (A),NULL,N,0.00,2,225,30314.63,18722.15,Nao
322016658715,28,F,2200.00,SP,20.0000,200,2021-11-30,221,120000.00,138000.00,6,3,1,2,CASADO (A),NULL,N,0.00,17,498,142943.51,2556.00,Sim
